Data da Coleta,Regiao - Sigla,Estado - Sigla,Municipio,Produto,Data da Coleta,Valor de Venda,Bandeira
2023-09-05,CO,MT,CUIABA,GASOLINA,2023-09-05,"5,27",BRANCA
2023-09-05,N,PA,ANANINDEUA,GASOLINA,2023-09-05,"5,14",BRANCA
2023-09-05,N,PA,ANANINDEUA,GASOLINA,2023-09-05,"5,24",BRANCA
2023-09-05,N,PA,ANANINDEUA,GASOLINA,2023-09-05,"5,19",SABBÁ
2023-09-05,N,PA,ANANINDEUA,GASOLINA,2023-09-05,"5,25",ATEM' S
2023-09-05,N,PA,ANANINDEUA,GASOLINA,2023-09-05,"5,09",BRANCA
2023-09-05,N,PA,ANANINDEUA,GASOLINA,2023-09-05,"5,29",VIBRA ENERGIA
2023-09-05,N,PA,CONCEICAO DO ARAGUAIA,GASOLINA,2023-09-05,"6,15",BRANCA
2023-09-05,N,PA,XINGUARA,GASOLINA,2023-09-05,"6,57",SABBÁ
2023-09-05,N,PA,XINGUARA,GASOLINA,2023-09-05,"6,56",SABBÁ
2023-09-05,NE,PB,CAMPINA GRANDE,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,NE,PB,CAMPINA GRANDE,GASOLINA,2023-09-05,"5,24",BRANCA
2023-09-05,NE,PB,CAMPINA GRANDE,GASOLINA,2023-09-05,"5,29",IPIRANGA
2023-09-05,NE,PB,CAMPINA GRANDE,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,NE,PB,CAMPINA GRANDE,GASOLINA,2023-09-05,"5,29",IPIRANGA
2023-09-05,NE,PB,SOUSA,GASOLINA,2023-09-05,"5,35",TEMAPE
2023-09-05,NE,PB,SOUSA,GASOLINA,2023-09-05,"5,42",IPIRANGA
2023-09-05,NE,PB,SOUSA,GASOLINA,2023-09-05,"5,25",BRANCA
2023-09-05,NE,PE,ARARIPINA,GASOLINA,2023-09-05,"5,77",VIBRA ENERGIA
2023-09-05,NE,PE,ARARIPINA,GASOLINA,2023-09-05,"5,77",RAIZEN
2023-09-05,NE,PE,ARARIPINA,GASOLINA,2023-09-05,"5,78",BRANCA
2023-09-05,NE,PE,ARCOVERDE,GASOLINA,2023-09-05,"5,29",DISLUB
2023-09-05,NE,PE,ARCOVERDE,GASOLINA,2023-09-05,"5,29",VIBRA ENERGIA
2023-09-05,NE,PE,ARCOVERDE,GASOLINA,2023-09-05,"5,28",ALESAT
2023-09-05,NE,PE,ARCOVERDE,GASOLINA,2023-09-05,"5,25",VIBRA ENERGIA
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,19",VIBRA ENERGIA
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,07",RAIZEN
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,19",BRANCA
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,19",RAIZEN
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,16",RAIZEN
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,19",DISLUB
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,19",BRANCA
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,19",RAIZEN
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,16",RAIZEN
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,39",ALESAT
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,19",BRANCA
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,13",BRANCA
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,19",BRANCA
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,19",RAIZEN
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,27",RAIZEN
2023-09-05,NE,PE,CARUARU,GASOLINA,2023-09-05,"5,16",RAIZEN
2023-09-05,NE,PE,JABOATAO DOS GUARARAPES,GASOLINA,2023-09-05,"5,09",FEDERAL ENERGIA
2023-09-05,NE,PE,JABOATAO DOS GUARARAPES,GASOLINA,2023-09-05,"5,08",BRANCA
2023-09-05,NE,PE,JABOATAO DOS GUARARAPES,GASOLINA,2023-09-05,"5,08",BRANCA
2023-09-05,NE,PE,PAULISTA,GASOLINA,2023-09-05,"5,13",BRANCA
2023-09-05,NE,PE,PAULISTA,GASOLINA,2023-09-05,"5,13",BRANCA
2023-09-05,NE,PE,PAULISTA,GASOLINA,2023-09-05,"5,29",VIBRA ENERGIA
2023-09-05,NE,PE,PAULISTA,GASOLINA,2023-09-05,"5,14",BRANCA
2023-09-05,NE,PE,SANTA CRUZ DO CAPIBARIBE,GASOLINA,2023-09-05,"5,39",ALESAT
2023-09-05,NE,PI,PIRIPIRI,GASOLINA,2023-09-05,"5,36",SABBÁ
2023-09-05,NE,PI,TERESINA,GASOLINA,2023-09-05,"5,88",VIBRA ENERGIA
2023-09-05,NE,PI,TERESINA,GASOLINA,2023-09-05,"5,88",VIBRA ENERGIA
2023-09-05,S,PR,CASCAVEL,GASOLINA,2023-09-05,"5,17",BRANCA
2023-09-05,S,PR,FOZ DO IGUACU,GASOLINA,2023-09-05,"5,27",BRANCA
2023-09-05,S,PR,FOZ DO IGUACU,GASOLINA,2023-09-05,"5,57",IPIRANGA
2023-09-05,S,PR,FOZ DO IGUACU,GASOLINA,2023-09-05,"5,59",IPIRANGA
2023-09-05,S,PR,GUARAPUAVA,GASOLINA,2023-09-05,"5,09",VIBRA ENERGIA
2023-09-05,S,PR,GUARAPUAVA,GASOLINA,2023-09-05,"4,95",BRANCA
2023-09-05,S,PR,GUARAPUAVA,GASOLINA,2023-09-05,"5,09",BRANCA
2023-09-05,S,PR,GUARAPUAVA,GASOLINA,2023-09-05,"5,09",VIBRA ENERGIA
2023-09-05,S,PR,PONTA GROSSA,GASOLINA,2023-09-05,"4,99",BRANCA
2023-09-05,S,PR,PONTA GROSSA,GASOLINA,2023-09-05,"4,99",IPIRANGA
2023-09-05,S,PR,PONTA GROSSA,GASOLINA,2023-09-05,"5,29",IPIRANGA
2023-09-05,S,PR,PONTA GROSSA,GASOLINA,2023-09-05,"4,99",RAIZEN
2023-09-05,S,PR,PONTA GROSSA,GASOLINA,2023-09-05,"5,19",IPIRANGA
2023-09-05,S,PR,TOLEDO,GASOLINA,2023-09-05,"5,34",BRANCA
2023-09-05,S,PR,TOLEDO,GASOLINA,2023-09-05,"5,49",IPIRANGA
2023-09-05,S,PR,TOLEDO,GASOLINA,2023-09-05,"5,46",IPIRANGA
2023-09-05,S,PR,TOLEDO,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,S,PR,TOLEDO,GASOLINA,2023-09-05,"5,59",IPIRANGA
2023-09-05,S,PR,TOLEDO,GASOLINA,2023-09-05,"5,39",IPIRANGA
2023-09-05,S,PR,UNIAO DA VITORIA,GASOLINA,2023-09-05,"5,79",IPIRANGA
2023-09-05,S,PR,UNIAO DA VITORIA,GASOLINA,2023-09-05,"5,79",VIBRA ENERGIA
2023-09-05,S,PR,UNIAO DA VITORIA,GASOLINA,2023-09-05,"5,79",IPIRANGA
2023-09-05,S,PR,UNIAO DA VITORIA,GASOLINA,2023-09-05,"5,69",POTENCIAL
2023-09-05,SE,RJ,ANGRA DOS REIS,GASOLINA,2023-09-05,"6,13",BRANCA
2023-09-05,SE,RJ,BARRA DO PIRAI,GASOLINA,2023-09-05,"6,14",VIBRA ENERGIA
2023-09-05,SE,RJ,BARRA DO PIRAI,GASOLINA,2023-09-05,"6,14",VIBRA ENERGIA
2023-09-05,SE,RJ,BARRA DO PIRAI,GASOLINA,2023-09-05,"5,98",BRANCA
2023-09-05,SE,RJ,BARRA DO PIRAI,GASOLINA,2023-09-05,"6,18",VIBRA ENERGIA
2023-09-05,SE,RJ,BARRA DO PIRAI,GASOLINA,2023-09-05,"6,14",RAIZEN
2023-09-05,SE,RJ,BARRA DO PIRAI,GASOLINA,2023-09-05,"5,99",BRANCA
2023-09-05,SE,RJ,BARRA DO PIRAI,GASOLINA,2023-09-05,"5,99",BRANCA
2023-09-05,SE,RJ,MACAE,GASOLINA,2023-09-05,"5,79",VIBRA ENERGIA
2023-09-05,SE,RJ,MARICA,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,RJ,MARICA,GASOLINA,2023-09-05,"5,76",RAIZEN
2023-09-05,SE,RJ,MARICA,GASOLINA,2023-09-05,"5,59",BRANCA
2023-09-05,SE,RJ,MARICA,GASOLINA,2023-09-05,"5,39",BRANCA
2023-09-05,SE,RJ,MARICA,GASOLINA,2023-09-05,"5,35",BRANCA
2023-09-05,SE,RJ,MARICA,GASOLINA,2023-09-05,"5,49",BRANCA
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,23",BRANCA
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,75",IPIRANGA
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,49",RAIZEN
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,49",IPIRANGA
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,69",IPIRANGA
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,59",RAIZEN
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,69",RAIZEN
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,59",BRANCA
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,59",RAIZEN
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,37",BRANCA
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,99",IPIRANGA
2023-09-05,SE,RJ,NITEROI,GASOLINA,2023-09-05,"5,58",BRANCA
2023-09-05,SE,RJ,NOVA IGUACU,GASOLINA,2023-09-05,"5,39",VIBRA ENERGIA
2023-09-05,SE,RJ,NOVA IGUACU,GASOLINA,2023-09-05,"5,29",RAIZEN
2023-09-05,SE,RJ,NOVA IGUACU,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,RJ,NOVA IGUACU,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,RJ,NOVA IGUACU,GASOLINA,2023-09-05,"5,39",BRANCA
2023-09-05,SE,RJ,NOVA IGUACU,GASOLINA,2023-09-05,"5,59",IPIRANGA
2023-09-05,SE,RJ,NOVA IGUACU,GASOLINA,2023-09-05,"5,39",BRANCA
2023-09-05,SE,RJ,NOVA IGUACU,GASOLINA,2023-09-05,"5,49",VIBRA ENERGIA
2023-09-05,SE,RJ,RESENDE,GASOLINA,2023-09-05,"5,34",BRANCA
2023-09-05,SE,RJ,RESENDE,GASOLINA,2023-09-05,"5,67",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,17",BRANCA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,57",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,49",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,69",RAIZEN
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,59",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,39",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,99",RAIZEN
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,79",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,28",BRANCA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,49",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,39",IPIRANGA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,49",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,29",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,35",BRANCA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,74",RAIZEN
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,69",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,69",RAIZEN
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,39",BRANCA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,69",IPIRANGA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,79",IPIRANGA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,59",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,89",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,39",IPIRANGA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,69",IPIRANGA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,85",IPIRANGA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,99",VIBRA ENERGIA
2023-09-05,SE,RJ,RIO DE JANEIRO,GASOLINA,2023-09-05,"5,79",VIBRA ENERGIA
2023-09-05,SE,RJ,SAO JOAO DE MERITI,GASOLINA,2023-09-05,"5,28",BRANCA
2023-09-05,SE,RJ,TERESOPOLIS,GASOLINA,2023-09-05,"5,49",BRANCA
2023-09-05,SE,RJ,TERESOPOLIS,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,RJ,TERESOPOLIS,GASOLINA,2023-09-05,"5,25",BRANCA
2023-09-05,SE,RJ,TERESOPOLIS,GASOLINA,2023-09-05,"5,59",IPIRANGA
2023-09-05,SE,RJ,TERESOPOLIS,GASOLINA,2023-09-05,"5,37",BRANCA
2023-09-05,SE,RJ,TERESOPOLIS,GASOLINA,2023-09-05,"5,59",IPIRANGA
2023-09-05,SE,RJ,TERESOPOLIS,GASOLINA,2023-09-05,"5,79",VIBRA ENERGIA
2023-09-05,SE,RJ,TERESOPOLIS,GASOLINA,2023-09-05,"5,25",BRANCA
2023-09-05,SE,RJ,TRES RIOS,GASOLINA,2023-09-05,"6,19",BRANCA
2023-09-05,SE,RJ,TRES RIOS,GASOLINA,2023-09-05,"6,19",BRANCA
2023-09-05,SE,RJ,TRES RIOS,GASOLINA,2023-09-05,"6,39",VIBRA ENERGIA
2023-09-05,SE,RJ,TRES RIOS,GASOLINA,2023-09-05,"6,39",RAIZEN
2023-09-05,NE,RN,CAICO,GASOLINA,2023-09-05,"5,79",BRANCA
2023-09-05,NE,RN,CAICO,GASOLINA,2023-09-05,"5,79",RAIZEN
2023-09-05,NE,RN,CAICO,GASOLINA,2023-09-05,"5,79",VIBRA ENERGIA
2023-09-05,NE,RN,NATAL,GASOLINA,2023-09-05,"5,49",ALESAT
2023-09-05,NE,RN,NATAL,GASOLINA,2023-09-05,"5,76",ALESAT
2023-09-05,NE,RN,NATAL,GASOLINA,2023-09-05,"5,65",ALESAT
2023-09-05,N,RO,ARIQUEMES,GASOLINA,2023-09-05,"5,97",VIBRA ENERGIA
2023-09-05,N,RO,ARIQUEMES,GASOLINA,2023-09-05,"5,8",IPIRANGA
2023-09-05,N,RO,ARIQUEMES,GASOLINA,2023-09-05,"5,76",VIBRA ENERGIA
2023-09-05,N,RO,CACOAL,GASOLINA,2023-09-05,"5,9",VIBRA ENERGIA
2023-09-05,N,RO,CACOAL,GASOLINA,2023-09-05,"5,92",VIBRA ENERGIA
2023-09-05,N,RO,CACOAL,GASOLINA,2023-09-05,"6,03",VIBRA ENERGIA
2023-09-05,N,RO,CACOAL,GASOLINA,2023-09-05,"5,99",IPIRANGA
2023-09-05,N,RO,CACOAL,GASOLINA,2023-09-05,6,IPIRANGA
2023-09-05,N,RO,PORTO VELHO,GASOLINA,2023-09-05,"6,06",BRANCA
2023-09-05,N,RO,PORTO VELHO,GASOLINA,2023-09-05,"6,08",VIBRA ENERGIA
2023-09-05,N,RO,PORTO VELHO,GASOLINA,2023-09-05,"6,09",BRANCA
2023-09-05,N,RO,PORTO VELHO,GASOLINA,2023-09-05,"6,04",VIBRA ENERGIA
2023-09-05,N,RR,BOA VISTA,GASOLINA,2023-09-05,"5,98",VIBRA ENERGIA
2023-09-05,N,RR,BOA VISTA,GASOLINA,2023-09-05,"5,95",BRANCA
2023-09-05,N,RR,BOA VISTA,GASOLINA,2023-09-05,"5,98",VIBRA ENERGIA
2023-09-05,S,RS,ALVORADA,GASOLINA,2023-09-05,"5,48",VIBRA ENERGIA
2023-09-05,S,RS,ALVORADA,GASOLINA,2023-09-05,"5,25",BRANCA
2023-09-05,S,RS,ALVORADA,GASOLINA,2023-09-05,"5,47",BRANCA
2023-09-05,S,RS,ALVORADA,GASOLINA,2023-09-05,"5,29",VIBRA ENERGIA
2023-09-05,S,RS,ALVORADA,GASOLINA,2023-09-05,"5,45",BRANCA
2023-09-05,S,RS,BAGE,GASOLINA,2023-09-05,"6,09",VIBRA ENERGIA
2023-09-05,S,RS,CACHOEIRA DO SUL,GASOLINA,2023-09-05,"5,19",IPIRANGA
2023-09-05,S,RS,CANOAS,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,S,RS,CANOAS,GASOLINA,2023-09-05,"4,99",BRANCA
2023-09-05,S,RS,CANOAS,GASOLINA,2023-09-05,"4,99",BRANCA
2023-09-05,S,RS,CANOAS,GASOLINA,2023-09-05,"4,89",BRANCA
2023-09-05,S,RS,CAXIAS DO SUL,GASOLINA,2023-09-05,"5,39",IPIRANGA
2023-09-05,S,RS,CAXIAS DO SUL,GASOLINA,2023-09-05,"5,49",VIBRA ENERGIA
2023-09-05,S,RS,CAXIAS DO SUL,GASOLINA,2023-09-05,"5,44",VIBRA ENERGIA
2023-09-05,S,RS,CAXIAS DO SUL,GASOLINA,2023-09-05,"5,29",IPIRANGA
2023-09-05,S,RS,CAXIAS DO SUL,GASOLINA,2023-09-05,"5,39",RAIZEN
2023-09-05,S,RS,CAXIAS DO SUL,GASOLINA,2023-09-05,"5,49",RODOIL
2023-09-05,S,RS,CAXIAS DO SUL,GASOLINA,2023-09-05,"5,49",BRANCA
2023-09-05,S,RS,LAJEADO,GASOLINA,2023-09-05,"5,09",VIBRA ENERGIA
2023-09-05,S,RS,PASSO FUNDO,GASOLINA,2023-09-05,"5,25",IPIRANGA
2023-09-05,S,RS,PASSO FUNDO,GASOLINA,2023-09-05,"5,29",VIBRA ENERGIA
2023-09-05,S,RS,PASSO FUNDO,GASOLINA,2023-09-05,"4,99",IPIRANGA
2023-09-05,S,RS,PELOTAS,GASOLINA,2023-09-05,"5,79",IPIRANGA
2023-09-05,S,RS,SANTA CRUZ DO SUL,GASOLINA,2023-09-05,"5,79",RAIZEN
2023-09-05,S,RS,SANTA CRUZ DO SUL,GASOLINA,2023-09-05,"5,79",IPIRANGA
2023-09-05,S,RS,SANTA CRUZ DO SUL,GASOLINA,2023-09-05,"5,69",CHARRUA
2023-09-05,S,RS,SANTA ROSA,GASOLINA,2023-09-05,"5,39",RODOIL
2023-09-05,S,RS,SANTO ANGELO,GASOLINA,2023-09-05,"5,26",IPIRANGA
2023-09-05,S,RS,SANTO ANGELO,GASOLINA,2023-09-05,"5,78",VIBRA ENERGIA
2023-09-05,S,SC,CRICIUMA,GASOLINA,2023-09-05,"5,17",IPIRANGA
2023-09-05,S,SC,CRICIUMA,GASOLINA,2023-09-05,"5,17",BRANCA
2023-09-05,S,SC,CRICIUMA,GASOLINA,2023-09-05,"5,15",IPIRANGA
2023-09-05,S,SC,JARAGUA DO SUL,GASOLINA,2023-09-05,"4,99",RAIZEN MIME
2023-09-05,S,SC,JARAGUA DO SUL,GASOLINA,2023-09-05,"4,98",IPIRANGA
2023-09-05,S,SC,JARAGUA DO SUL,GASOLINA,2023-09-05,"5,19",RAIZEN
2023-09-05,S,SC,JARAGUA DO SUL,GASOLINA,2023-09-05,"5,08",IPIRANGA
2023-09-05,S,SC,JARAGUA DO SUL,GASOLINA,2023-09-05,"5,28",VIBRA ENERGIA
2023-09-05,S,SC,JARAGUA DO SUL,GASOLINA,2023-09-05,"5,28",VIBRA ENERGIA
2023-09-05,S,SC,LAGES,GASOLINA,2023-09-05,"5,67",ALESAT
2023-09-05,SE,SP,CACAPAVA,GASOLINA,2023-09-05,"4,89",BRANCA
2023-09-05,SE,SP,CACAPAVA,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,SP,CACAPAVA,GASOLINA,2023-09-05,"5,19",BRANCA
2023-09-05,SE,SP,CACAPAVA,GASOLINA,2023-09-05,"4,78",IPIRANGA
2023-09-05,SE,SP,CACAPAVA,GASOLINA,2023-09-05,"5,99",VIBRA ENERGIA
2023-09-05,SE,SP,CATANDUVA,GASOLINA,2023-09-05,"5,39",ALESAT
2023-09-05,SE,SP,CATANDUVA,GASOLINA,2023-09-05,"5,39",VIBRA ENERGIA
2023-09-05,SE,SP,CATANDUVA,GASOLINA,2023-09-05,"5,19",BRANCA
2023-09-05,SE,SP,COSMOPOLIS,GASOLINA,2023-09-05,"4,97",BRANCA
2023-09-05,SE,SP,COSMOPOLIS,GASOLINA,2023-09-05,"5,59",IPIRANGA
2023-09-05,SE,SP,COSMOPOLIS,GASOLINA,2023-09-05,"5,29",RAIZEN
2023-09-05,SE,SP,COSMOPOLIS,GASOLINA,2023-09-05,"5,19",BRANCA
2023-09-05,SE,SP,CRUZEIRO,GASOLINA,2023-09-05,"5,38",BRANCA
2023-09-05,SE,SP,CRUZEIRO,GASOLINA,2023-09-05,"5,48",BRANCA
2023-09-05,SE,SP,CRUZEIRO,GASOLINA,2023-09-05,"5,48",VIBRA ENERGIA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"4,79",BRANCA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,19",IPIRANGA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,39",RAIZEN
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"4,99",BRANCA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,19",IPIRANGA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"4,98",BRANCA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,19",BRANCA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,09",IPIRANGA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"4,79",VIBRA ENERGIA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,09",BRANCA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,68",IPIRANGA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,09",BRANCA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,99",ALESAT
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,39",RAIZEN
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,79",VIBRA ENERGIA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,09",IPIRANGA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,09",BRANCA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"4,73",IPIRANGA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,49",BRANCA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,09",BRANCA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,19",IPIRANGA
2023-09-05,SE,SP,GUARULHOS,GASOLINA,2023-09-05,"5,39",VIBRA ENERGIA
2023-09-05,SE,SP,ITAPETININGA,GASOLINA,2023-09-05,"5,79",VIBRA ENERGIA
2023-09-05,SE,SP,JOSE BONIFACIO,GASOLINA,2023-09-05,"5,79",IPIRANGA
2023-09-05,SE,SP,JOSE BONIFACIO,GASOLINA,2023-09-05,"5,79",RAIZEN
2023-09-05,SE,SP,JOSE BONIFACIO,GASOLINA,2023-09-05,"4,99",BRANCA
2023-09-05,SE,SP,JUNDIAI,GASOLINA,2023-09-05,"5,49",IPIRANGA
2023-09-05,SE,SP,JUNDIAI,GASOLINA,2023-09-05,"5,29",BRANCA
2023-09-05,SE,SP,JUNDIAI,GASOLINA,2023-09-05,"5,39",IPIRANGA
2023-09-05,SE,SP,JUNDIAI,GASOLINA,2023-09-05,"5,19",BRANCA
2023-09-05,SE,SP,JUNDIAI,GASOLINA,2023-09-05,"5,29",IPIRANGA
2023-09-05,SE,SP,JUNDIAI,GASOLINA,2023-09-05,"5,49",IPIRANGA
2023-09-05,SE,SP,JUNDIAI,GASOLINA,2023-09-05,"5,45",IPIRANGA
2023-09-05,SE,SP,JUNDIAI,GASOLINA,2023-09-05,"5,49",VIBRA ENERGIA
2023-09-05,SE,SP,MAUA,GASOLINA,2023-09-05,"5,59",IPIRANGA
2023-09-05,SE,SP,MAUA,GASOLINA,2023-09-05,"5,59",IPIRANGA
2023-09-05,SE,SP,MAUA,GASOLINA,2023-09-05,"5,19",IPIRANGA
2023-09-05,SE,SP,MAUA,GASOLINA,2023-09-05,"4,89",BRANCA
2023-09-05,SE,SP,MIRASSOL,GASOLINA,2023-09-05,"5,39",IPIRANGA
2023-09-05,SE,SP,MIRASSOL,GASOLINA,2023-09-05,"5,49",VIBRA ENERGIA
2023-09-05,SE,SP,MIRASSOL,GASOLINA,2023-09-05,"5,29",ALESAT
2023-09-05,SE,SP,MOCOCA,GASOLINA,2023-09-05,"5,64",BRANCA
2023-09-05,SE,SP,OURINHOS,GASOLINA,2023-09-05,"5,63",RAIZEN
2023-09-05,SE,SP,PAULINIA,GASOLINA,2023-09-05,"4,89",BRANCA
2023-09-05,SE,SP,PAULINIA,GASOLINA,2023-09-05,"5,39",VIBRA ENERGIA
2023-09-05,SE,SP,PAULINIA,GASOLINA,2023-09-05,"4,85",BRANCA
2023-09-05,SE,SP,PAULINIA,GASOLINA,2023-09-05,"5,49",IPIRANGA
2023-09-05,SE,SP,PAULINIA,GASOLINA,2023-09-05,"5,39",RAIZEN
2023-09-05,SE,SP,PAULINIA,GASOLINA,2023-09-05,"5,39",VIBRA ENERGIA
2023-09-05,SE,SP,RIBEIRAO PIRES,GASOLINA,2023-09-05,"5,49",RAIZEN
2023-09-05,SE,SP,RIBEIRAO PIRES,GASOLINA,2023-09-05,"4,89",BRANCA
2023-09-05,SE,SP,RIBEIRAO PIRES,GASOLINA,2023-09-05,"5,39",RAIZEN
