Data da Coleta,Regiao - Sigla,Estado - Sigla,Municipio,Produto,Data da Coleta,Valor de Venda,Bandeira
2023-05-23,SE,SP,SAO BERNARDO DO CAMPO,GASOLINA,2023-05-23,"5,19",IPIRANGA
2023-05-23,SE,SP,SAO ROQUE,GASOLINA,2023-05-23,"5,09",ALESAT
2023-05-23,SE,SP,SAO ROQUE,GASOLINA,2023-05-23,"4,79",BRANCA
2023-05-23,SE,SP,SAO ROQUE,GASOLINA,2023-05-23,"5,28",RAIZEN
2023-05-23,SE,SP,SAO ROQUE,GASOLINA,2023-05-23,"5,19",RAIZEN
2023-05-23,SE,SP,SAO ROQUE,GASOLINA,2023-05-23,"5,09",BRANCA
2023-05-23,SE,SP,SAO ROQUE,GASOLINA,2023-05-23,"5,19",IPIRANGA
2023-05-23,SE,SP,SAO ROQUE,GASOLINA,2023-05-23,"5,19",VIBRA ENERGIA
2023-05-23,SE,SP,VARZEA PAULISTA,GASOLINA,2023-05-23,"4,99",BRANCA
2023-05-23,SE,SP,VARZEA PAULISTA,GASOLINA,2023-05-23,"5,19",BRANCA
2023-05-23,SE,SP,VOTORANTIM,GASOLINA,2023-05-23,"4,77",BRANCA
2023-05-23,SE,SP,VOTORANTIM,GASOLINA,2023-05-23,"5,29",BRANCA
2023-05-23,SE,SP,VOTORANTIM,GASOLINA,2023-05-23,"5,45",VIBRA ENERGIA
2023-05-23,SE,MG,ARAGUARI,GASOLINA,2023-05-23,"4,96",BRANCA
2023-05-23,S,RS,CAXIAS DO SUL,GASOLINA,2023-05-23,"5,19",VIBRA ENERGIA
2023-05-23,S,RS,CAXIAS DO SUL,GASOLINA,2023-05-23,"5,29",VIBRA ENERGIA
2023-05-23,S,RS,CAXIAS DO SUL,GASOLINA,2023-05-23,"5,16",BRANCA
2023-05-23,S,SC,SAO JOSE,GASOLINA,2023-05-23,"5,56",RAIZEN MIME
2023-05-23,SE,SP,ASSIS,GASOLINA,2023-05-23,"5,79",BRANCA
2023-05-23,S,PR,MARINGA,GASOLINA,2023-05-23,"5,79",RAIZEN
2023-05-23,SE,SP,ARACATUBA,GASOLINA,2023-05-23,"5,49",IPIRANGA
2023-05-23,S,RS,ERECHIM,GASOLINA,2023-05-23,"5,14",MAXSUL
2023-05-23,N,RO,PORTO VELHO,GASOLINA,2023-05-23,"5,86",VIBRA ENERGIA
2023-05-23,SE,SP,GUARUJA,GASOLINA,2023-05-23,"5,27",ALESAT
2023-05-23,SE,SP,SAO BERNARDO DO CAMPO,GASOLINA,2023-05-23,"4,83",IPIRANGA
2023-05-23,SE,SP,OSASCO,GASOLINA,2023-05-23,"5,57",IPIRANGA
2023-05-23,N,RO,PORTO VELHO,GASOLINA,2023-05-23,"5,85",BRANCA
2023-05-23,NE,PE,GARANHUNS,GASOLINA,2023-05-23,"4,82",BRANCA
2023-05-23,SE,SP,SERTAOZINHO,GASOLINA,2023-05-23,"5,27",VIBRA ENERGIA
2023-05-23,N,PA,CAMETA,GASOLINA,2023-05-23,"5,6",ALESAT
2023-05-23,NE,BA,JEQUIE,GASOLINA,2023-05-23,"5,84",VIBRA ENERGIA
2023-05-23,NE,PE,PAULISTA,GASOLINA,2023-05-23,"4,88",RAIZEN
2023-05-23,SE,SP,GUARULHOS,GASOLINA,2023-05-23,"5,19",RAIZEN
2023-05-23,SE,MG,ARAGUARI,GASOLINA,2023-05-23,"4,96",BRANCA
2023-05-23,S,SC,SAO JOSE,GASOLINA,2023-05-23,"5,69",BRANCA
2023-05-23,CO,MT,CACERES,GASOLINA,2023-05-23,"5,34",BRANCA
2023-05-23,S,PR,ARAPONGAS,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,NE,BA,JEQUIE,GASOLINA,2023-05-23,"5,47",BRANCA
2023-05-23,S,SC,JARAGUA DO SUL,GASOLINA,2023-05-23,"4,89",DIBRAPE
2023-05-23,S,RS,NOVO HAMBURGO,GASOLINA,2023-05-23,"4,65",BRANCA
2023-05-23,NE,BA,BARREIRAS,GASOLINA,2023-05-23,"5,53",ALESAT
2023-05-23,CO,DF,BRASILIA,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,N,TO,ARAGUAINA,GASOLINA,2023-05-23,"5,79",VIBRA ENERGIA
2023-05-23,SE,SP,SAO BERNARDO DO CAMPO,GASOLINA,2023-05-23,"5,29",IPIRANGA
2023-05-23,SE,SP,SAO BERNARDO DO CAMPO,GASOLINA,2023-05-23,"4,89",BRANCA
2023-05-23,SE,MG,MURIAE,GASOLINA,2023-05-23,"5,49",IPIRANGA
2023-05-23,S,SC,CHAPECO,GASOLINA,2023-05-23,"5,33",BRANCA
2023-05-23,NE,SE,LAGARTO,GASOLINA,2023-05-23,"4,97",BRANCA
2023-05-23,S,PR,ARAPONGAS,GASOLINA,2023-05-23,"4,79",BRANCA
2023-05-23,S,PR,MARINGA,GASOLINA,2023-05-23,"5,23",BRANCA
2023-05-23,NE,BA,SALVADOR,GASOLINA,2023-05-23,"4,94",VIBRA ENERGIA
2023-05-23,SE,RJ,MARICA,GASOLINA,2023-05-23,"5,17",BRANCA
2023-05-23,N,AM,MANAUS,GASOLINA,2023-05-23,"6,29",BRANCA
2023-05-23,N,RO,CACOAL,GASOLINA,2023-05-23,"5,72",VIBRA ENERGIA
2023-05-23,S,PR,CAMBE,GASOLINA,2023-05-23,"5,19",IPIRANGA
2023-05-23,S,PR,CAMBE,GASOLINA,2023-05-23,"4,85",BRANCA
2023-05-23,S,PR,ARAPONGAS,GASOLINA,2023-05-23,"5,09",IPIRANGA
2023-05-23,S,SC,ITAJAI,GASOLINA,2023-05-23,"5,39",IPIRANGA
2023-05-23,N,AM,MANAUS,GASOLINA,2023-05-23,"6,29",VIBRA ENERGIA
2023-05-23,NE,CE,FORTALEZA,GASOLINA,2023-05-23,"5,79",RAIZEN
2023-05-23,NE,PI,PICOS,GASOLINA,2023-05-23,"5,38",BRANCA
2023-05-23,SE,SP,OSASCO,GASOLINA,2023-05-23,"5,19",VIBRA ENERGIA
2023-05-23,SE,SP,OSASCO,GASOLINA,2023-05-23,"4,99",VIBRA ENERGIA
2023-05-23,S,PR,LONDRINA,GASOLINA,2023-05-23,"5,09",IPIRANGA
2023-05-23,SE,SP,OSASCO,GASOLINA,2023-05-23,"5,19",BRANCA
2023-05-23,SE,SP,OSASCO,GASOLINA,2023-05-23,"5,19",IPIRANGA
2023-05-23,SE,SP,ITAPETININGA,GASOLINA,2023-05-23,"5,59",RAIZEN
2023-05-23,SE,MG,UBERLANDIA,GASOLINA,2023-05-23,"4,89",BRANCA
2023-05-23,SE,SP,SAO BERNARDO DO CAMPO,GASOLINA,2023-05-23,"5,34",VIBRA ENERGIA
2023-05-23,NE,PE,GARANHUNS,GASOLINA,2023-05-23,"4,89",BRANCA
2023-05-23,S,SC,TUBARAO,GASOLINA,2023-05-23,"4,99",IPIRANGA
2023-05-23,SE,MG,CONTAGEM,GASOLINA,2023-05-23,"4,87",IPIRANGA
2023-05-23,SE,MG,BARBACENA,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,SE,SP,SAO CAETANO DO SUL,GASOLINA,2023-05-23,"4,89",BRANCA
2023-05-23,S,RS,PORTO ALEGRE,GASOLINA,2023-05-23,"5,25",IPIRANGA
2023-05-23,S,PR,CASTRO,GASOLINA,2023-05-23,"5,37",BRANCA
2023-05-23,S,PR,FOZ DO IGUACU,GASOLINA,2023-05-23,"5,39",IPIRANGA
2023-05-23,NE,CE,QUIXADA,GASOLINA,2023-05-23,"5,79",ALESAT
2023-05-23,SE,SP,SAO BERNARDO DO CAMPO,GASOLINA,2023-05-23,"5,39",IPIRANGA
2023-05-23,N,AM,TEFE,GASOLINA,2023-05-23,"6,9",EQUADOR
2023-05-23,SE,SP,MIRASSOL,GASOLINA,2023-05-23,"5,29",BRANCA
2023-05-23,N,AM,MANAUS,GASOLINA,2023-05-23,"6,29",ATEM' S
2023-05-23,SE,MG,ARAGUARI,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,SE,SP,MIRASSOL,GASOLINA,2023-05-23,"5,19",BRANCA
2023-05-23,S,RS,PASSO FUNDO,GASOLINA,2023-05-23,"4,99",VIBRA ENERGIA
2023-05-23,NE,BA,SALVADOR,GASOLINA,2023-05-23,"4,87",BRANCA
2023-05-23,SE,SP,COSMOPOLIS,GASOLINA,2023-05-23,"4,89",BRANCA
2023-05-23,SE,MG,DIVINOPOLIS,GASOLINA,2023-05-23,"4,95",BRANCA
2023-05-23,SE,RJ,NITEROI,GASOLINA,2023-05-23,"5,19",BRANCA
2023-05-23,NE,PE,GARANHUNS,GASOLINA,2023-05-23,"4,65",BRANCA
2023-05-23,CO,MT,CACERES,GASOLINA,2023-05-23,"5,39",BRANCA
2023-05-23,S,RS,SANTA MARIA,GASOLINA,2023-05-23,"4,99",RODOIL
2023-05-23,SE,SP,SANTOS,GASOLINA,2023-05-23,"5,09",ALESAT
2023-05-23,N,RO,PORTO VELHO,GASOLINA,2023-05-23,"5,89",VIBRA ENERGIA
2023-05-23,SE,MG,ARAXA,GASOLINA,2023-05-23,"5,28",TOTALENERGIES
2023-05-23,SE,MG,MURIAE,GASOLINA,2023-05-23,"5,49",ALESAT
2023-05-23,SE,SP,SAO BERNARDO DO CAMPO,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,SE,MG,UBA,GASOLINA,2023-05-23,"4,9",BRANCA
2023-05-23,N,RO,PORTO VELHO,GASOLINA,2023-05-23,"5,89",BRANCA
2023-05-23,NE,SE,LAGARTO,GASOLINA,2023-05-23,"5,09",VIBRA ENERGIA
2023-05-23,S,RS,NOVO HAMBURGO,GASOLINA,2023-05-23,"4,69",IPIRANGA
2023-05-23,N,AM,MANAUS,GASOLINA,2023-05-23,"6,29",SABBÁ
2023-05-23,SE,SP,OSASCO,GASOLINA,2023-05-23,"4,89",IPIRANGA
2023-05-23,SE,SP,VOTUPORANGA,GASOLINA,2023-05-23,"5,28",VIBRA ENERGIA
2023-05-23,N,AM,MANAUS,GASOLINA,2023-05-23,"6,29",IPIRANGA
2023-05-23,S,RS,CAXIAS DO SUL,GASOLINA,2023-05-23,"5,19",VIBRA ENERGIA
2023-05-23,CO,GO,TRINDADE,GASOLINA,2023-05-23,"5,49",ALESAT
2023-05-23,NE,MA,SAO LUIS,GASOLINA,2023-05-23,"5,18",VIBRA ENERGIA
2023-05-23,CO,GO,TRINDADE,GASOLINA,2023-05-23,"5,49",BRANCA
2023-05-23,NE,MA,IMPERATRIZ,GASOLINA,2023-05-23,"5,15",BRANCA
2023-05-23,SE,MG,PARA DE MINAS,GASOLINA,2023-05-23,"4,95",BRANCA
2023-05-23,S,RS,PORTO ALEGRE,GASOLINA,2023-05-23,"4,99",VIBRA ENERGIA
2023-05-23,S,PR,FOZ DO IGUACU,GASOLINA,2023-05-23,"5,09",BRANCA
2023-05-23,N,RO,PORTO VELHO,GASOLINA,2023-05-23,"5,85",BRANCA
2023-05-23,SE,SP,ASSIS,GASOLINA,2023-05-23,"5,79",VIBRA ENERGIA
2023-05-23,SE,MG,ARAGUARI,GASOLINA,2023-05-23,"4,95",BRANCA
2023-05-23,CO,GO,JATAI,GASOLINA,2023-05-23,"5,16",RAIZEN
2023-05-23,CO,DF,BRASILIA,GASOLINA,2023-05-23,"4,99",IPIRANGA
2023-05-23,NE,PI,TERESINA,GASOLINA,2023-05-23,"5,49",VIBRA ENERGIA
2023-05-23,S,RS,SANTA MARIA,GASOLINA,2023-05-23,"4,99",VIBRA ENERGIA
2023-05-23,CO,GO,JATAI,GASOLINA,2023-05-23,"5,09",BRANCA
2023-05-23,SE,MG,SABARA,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,N,AM,TEFE,GASOLINA,2023-05-23,"6,99",ATEM' S
2023-05-23,N,PA,CAMETA,GASOLINA,2023-05-23,"5,69",EQUADOR
2023-05-23,SE,RJ,TERESOPOLIS,GASOLINA,2023-05-23,"5,23",BRANCA
2023-05-23,NE,BA,PORTO SEGURO,GASOLINA,2023-05-23,"6,07",BRANCA
2023-05-23,SE,SP,GUARUJA,GASOLINA,2023-05-23,"4,79",BRANCA
2023-05-23,SE,SP,ITAPIRA,GASOLINA,2023-05-23,"5,19",RAIZEN
2023-05-23,N,RO,PORTO VELHO,GASOLINA,2023-05-23,"5,89",ATEM' S
2023-05-23,SE,RJ,NOVA IGUACU,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,SE,SP,GUARUJA,GASOLINA,2023-05-23,"5,79",IPIRANGA
2023-05-23,SE,MG,SAO SEBASTIAO DO PARAISO,GASOLINA,2023-05-23,"5,29",VIBRA ENERGIA
2023-05-23,NE,BA,JEQUIE,GASOLINA,2023-05-23,"5,83",BRANCA
2023-05-23,SE,SP,ARARAS,GASOLINA,2023-05-23,"5,29",RAIZEN
2023-05-23,SE,SP,VARZEA PAULISTA,GASOLINA,2023-05-23,"5,29",VIBRA ENERGIA
2023-05-23,SE,SP,SAO BERNARDO DO CAMPO,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,NE,MA,AMARANTE DO MARANHAO,GASOLINA,2023-05-23,"5,05",BRANCA
2023-05-23,S,RS,CACHOEIRA DO SUL,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,SE,RJ,MARICA,GASOLINA,2023-05-23,"5,05",BRANCA
2023-05-23,N,PA,CONCEICAO DO ARAGUAIA,GASOLINA,2023-05-23,"5,96",BRANCA
2023-05-23,S,SC,CACADOR,GASOLINA,2023-05-23,"5,28",BRANCA
2023-05-23,SE,SP,OSASCO,GASOLINA,2023-05-23,"4,99",BRANCA
2023-05-23,NE,BA,GUANAMBI,GASOLINA,2023-05-23,"5,65",VIBRA ENERGIA
2023-05-23,CO,MT,SINOP,GASOLINA,2023-05-23,"5,79",VIBRA ENERGIA
2023-05-23,NE,BA,SALVADOR,GASOLINA,2023-05-23,"4,89",BRANCA
2023-05-23,CO,MS,NOVA ANDRADINA,GASOLINA,2023-05-23,"5,65",BRANCA
2023-05-23,SE,SP,MIRASSOL,GASOLINA,2023-05-23,"5,19",RAIZEN
2023-05-23,S,RS,LAJEADO,GASOLINA,2023-05-23,"4,99",VIBRA ENERGIA
2023-05-23,NE,CE,FORTALEZA,GASOLINA,2023-05-23,"5,57",SP
2023-05-23,SE,MG,BELO HORIZONTE,GASOLINA,2023-05-23,"4,99",BRANCA
2023-05-23,NE,BA,JEQUIE,GASOLINA,2023-05-23,"5,5",IPIRANGA
2023-05-23,CO,DF,BRASILIA,GASOLINA,2023-05-23,"5,09",IPIRANGA
2023-05-23,NE,RN,NATAL,GASOLINA,2023-05-23,"5,39",ALESAT
2023-05-23,SE,MG,CORONEL FABRICIANO,GASOLINA,2023-05-23,"4,99",BRANCA
2023-05-23,S,RS,LAJEADO,GASOLINA,2023-05-23,"4,89",CHARRUA
2023-05-23,NE,BA,PORTO SEGURO,GASOLINA,2023-05-23,"6,14",BRANCA
2023-05-23,S,PR,FOZ DO IGUACU,GASOLINA,2023-05-23,"5,19",RAIZEN
2023-05-23,SE,SP,PRAIA GRANDE,GASOLINA,2023-05-23,"4,85",BRANCA
2023-05-23,NE,PB,PATOS,GASOLINA,2023-05-23,"5,24",FAN
2023-05-23,N,AM,TEFE,GASOLINA,2023-05-23,"6,99",BRANCA
2023-05-23,S,RS,NOVO HAMBURGO,GASOLINA,2023-05-23,"4,69",VIBRA ENERGIA
2023-05-23,S,RS,NOVO HAMBURGO,GASOLINA,2023-05-23,"4,69",VIBRA ENERGIA
2023-05-23,S,PR,FOZ DO IGUACU,GASOLINA,2023-05-23,"5,27",IPIRANGA
2023-05-23,NE,MA,CAXIAS,GASOLINA,2023-05-23,"4,99",SABBÁ
2023-05-23,SE,RJ,MARICA,GASOLINA,2023-05-23,"5,19",VIBRA ENERGIA
2023-05-23,NE,CE,CRATO,GASOLINA,2023-05-23,"5,39",BRANCA
2023-05-23,N,PA,ANANINDEUA,GASOLINA,2023-05-23,"4,88",BRANCA
2023-05-23,SE,SP,VOTUPORANGA,GASOLINA,2023-05-23,"5,44",IPIRANGA
2023-05-23,SE,MG,VICOSA,GASOLINA,2023-05-23,"5,24",BRANCA
2023-05-23,SE,SP,PRAIA GRANDE,GASOLINA,2023-05-23,"4,85",BRANCA
2023-05-23,S,RS,URUGUAIANA,GASOLINA,2023-05-23,"5,49",IPIRANGA
2023-05-23,SE,SP,PRAIA GRANDE,GASOLINA,2023-05-23,"5,09",IPIRANGA
2023-05-23,SE,SP,SAO ROQUE,GASOLINA,2023-05-23,"4,79",BRANCA
2023-05-23,S,RS,CAXIAS DO SUL,GASOLINA,2023-05-23,"5,29",RAIZEN
2023-05-23,NE,RN,CAICO,GASOLINA,2023-05-23,"5,54",BRANCA
2023-05-23,S,SC,CACADOR,GASOLINA,2023-05-23,"5,29",BRANCA
2023-05-23,CO,GO,JATAI,GASOLINA,2023-05-23,"5,29",IPIRANGA
2023-05-23,SE,SP,SANTO ANDRE,GASOLINA,2023-05-23,"5,49",RAIZEN
2023-05-23,SE,MG,SABARA,GASOLINA,2023-05-23,"5,19",IPIRANGA
2023-05-23,S,SC,SAO JOSE,GASOLINA,2023-05-23,"5,54",BRANCA
2023-05-23,NE,RN,CAICO,GASOLINA,2023-05-23,"5,54",ALESAT
2023-05-23,SE,SP,OSASCO,GASOLINA,2023-05-23,"4,55",BRANCA
2023-05-23,NE,PE,ARARIPINA,GASOLINA,2023-05-23,"5,85",BRANCA
2023-05-23,S,RS,BAGE,GASOLINA,2023-05-23,"5,89",IPIRANGA
2023-05-23,S,RS,PORTO ALEGRE,GASOLINA,2023-05-23,"5,99",BRANCA
2023-05-23,NE,PE,ARARIPINA,GASOLINA,2023-05-23,"5,8",ALESAT
2023-05-23,SE,SP,LIMEIRA,GASOLINA,2023-05-23,"5,19",VIBRA ENERGIA
2023-05-23,N,PA,ALENQUER,GASOLINA,2023-05-23,"6,1",IPIRANGA
2023-05-23,SE,SP,ITAPETININGA,GASOLINA,2023-05-23,"5,5",IPIRANGA
2023-05-23,SE,MG,SAO SEBASTIAO DO PARAISO,GASOLINA,2023-05-23,"5,38",VIBRA ENERGIA
2023-05-23,SE,SP,RIBEIRAO PIRES,GASOLINA,2023-05-23,"5,19",IPIRANGA
2023-05-23,SE,SP,VOTUPORANGA,GASOLINA,2023-05-23,"5,28",VIBRA ENERGIA
2023-05-23,S,RS,PORTO ALEGRE,GASOLINA,2023-05-23,"4,96",BRANCA
2023-05-23,NE,CE,CRATO,GASOLINA,2023-05-23,"5,45",VIBRA ENERGIA
2023-05-23,NE,AL,ARAPIRACA,GASOLINA,2023-05-23,"5,55",BRANCA
2023-05-23,SE,SP,PRAIA GRANDE,GASOLINA,2023-05-23,"4,89",RAIZEN
2023-05-23,SE,SP,PRAIA GRANDE,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,S,SC,ITAJAI,GASOLINA,2023-05-23,"5,39",IPIRANGA
2023-05-23,S,RS,SANTA MARIA,GASOLINA,2023-05-23,"5,04",RAIZEN
2023-05-23,NE,MA,CAXIAS,GASOLINA,2023-05-23,"4,99",ALESAT
2023-05-23,NE,AL,ARAPIRACA,GASOLINA,2023-05-23,"5,47",BRANCA
2023-05-23,SE,SP,CATANDUVA,GASOLINA,2023-05-23,"5,09",RAIZEN
2023-05-23,S,SC,ITAJAI,GASOLINA,2023-05-23,"5,39",IPIRANGA
2023-05-23,N,PA,ANANINDEUA,GASOLINA,2023-05-23,"4,94",BRANCA
2023-05-23,CO,DF,BRASILIA,GASOLINA,2023-05-23,"5,45",IPIRANGA
2023-05-23,CO,DF,BRASILIA,GASOLINA,2023-05-23,"5,26",BRANCA
2023-05-23,CO,DF,BRASILIA,GASOLINA,2023-05-23,"5,26",BRANCA
2023-05-23,N,PA,ALTAMIRA,GASOLINA,2023-05-23,"6,2",BRANCA
2023-05-23,N,PA,ALTAMIRA,GASOLINA,2023-05-23,"5,75",VIBRA ENERGIA
2023-05-23,S,RS,NOVO HAMBURGO,GASOLINA,2023-05-23,"4,69",IPIRANGA
2023-05-23,N,PA,ALTAMIRA,GASOLINA,2023-05-23,"5,73",VIBRA ENERGIA
2023-05-23,SE,SP,ASSIS,GASOLINA,2023-05-23,"4,79",BRANCA
2023-05-23,SE,MG,ARAXA,GASOLINA,2023-05-23,"5,29",BRANCA
2023-05-23,SE,SP,PAULINIA,GASOLINA,2023-05-23,"4,99",VIBRA ENERGIA
2023-05-23,NE,PE,GARANHUNS,GASOLINA,2023-05-23,"4,82",BRANCA
2023-05-23,S,SC,SAO JOSE,GASOLINA,2023-05-23,"5,54",BRANCA
2023-05-23,S,SC,BIGUACU,GASOLINA,2023-05-23,"5,56",ALESAT
2023-05-23,N,PA,SANTAREM,GASOLINA,2023-05-23,"5,19",IPIRANGA
2023-05-23,SE,RJ,ITAGUAI,GASOLINA,2023-05-23,"5,29",BRANCA
2023-05-23,S,RS,CACHOEIRA DO SUL,GASOLINA,2023-05-23,"4,99",BRANCA
2023-05-23,NE,SE,ITABAIANA,GASOLINA,2023-05-23,"4,97",BRANCA
2023-05-23,N,RO,PORTO VELHO,GASOLINA,2023-05-23,"5,99",VIBRA ENERGIA
2023-05-23,SE,SP,CACAPAVA,GASOLINA,2023-05-23,"4,79",BRANCA
2023-05-23,N,RO,PIMENTA BUENO,GASOLINA,2023-05-23,"5,93",IPIRANGA
2023-05-23,N,TO,PARAISO DO TOCANTINS,GASOLINA,2023-05-23,"5,79",IPIRANGA
2023-05-23,NE,SE,ITABAIANA,GASOLINA,2023-05-23,"4,97",VIBRA ENERGIA
2023-05-23,NE,CE,CRATO,GASOLINA,2023-05-23,"5,39",BRANCA
2023-05-23,N,AM,TEFE,GASOLINA,2023-05-23,"6,99",BRANCA
2023-05-23,NE,PE,CABO DE SANTO AGOSTINHO,GASOLINA,2023-05-23,"4,99",IPIRANGA
2023-05-23,SE,MG,CORONEL FABRICIANO,GASOLINA,2023-05-23,"4,99",ALESAT
2023-05-23,CO,MS,NOVA ANDRADINA,GASOLINA,2023-05-23,"5,68",VIBRA ENERGIA
2023-05-23,NE,MA,CAXIAS,GASOLINA,2023-05-23,"4,97",ALESAT
2023-05-23,NE,BA,SENHOR DO BONFIM,GASOLINA,2023-05-23,"5,45",BRANCA
2023-05-23,SE,SP,SAO CAETANO DO SUL,GASOLINA,2023-05-23,"5,39",VIBRA ENERGIA
2023-05-23,SE,MG,CURVELO,GASOLINA,2023-05-23,"5,33",IPIRANGA
2023-05-23,SE,ES,SAO MATEUS,GASOLINA,2023-05-23,"4,99",BRANCA
2023-05-23,SE,MG,SAO SEBASTIAO DO PARAISO,GASOLINA,2023-05-23,"5,2",BRANCA
2023-05-23,S,RS,SANTANA DO LIVRAMENTO,GASOLINA,2023-05-23,"5,69",IPIRANGA
2023-05-23,SE,SP,SAO CAETANO DO SUL,GASOLINA,2023-05-23,"5,69",IPIRANGA
2023-05-23,N,AM,MANAUS,GASOLINA,2023-05-23,"6,29",ATEM' S
2023-05-23,S,RS,CACHOEIRA DO SUL,GASOLINA,2023-05-23,"4,99",IPIRANGA
2023-05-23,NE,BA,BARREIRAS,GASOLINA,2023-05-23,"5,59",ALESAT
2023-05-23,NE,CE,FORTALEZA,GASOLINA,2023-05-23,"5,79",RAIZEN
2023-05-23,NE,BA,SALVADOR,GASOLINA,2023-05-23,"4,89",VIBRA ENERGIA
2023-05-23,SE,SP,PRAIA GRANDE,GASOLINA,2023-05-23,"4,79",BRANCA
2023-05-23,S,RS,NOVO HAMBURGO,GASOLINA,2023-05-23,"4,67",BRANCA
2023-05-23,SE,SP,SERTAOZINHO,GASOLINA,2023-05-23,"5,27",VIBRA ENERGIA
2023-05-23,SE,RJ,VOLTA REDONDA,GASOLINA,2023-05-23,"5,79",VIBRA ENERGIA
2023-05-23,N,RO,PORTO VELHO,GASOLINA,2023-05-23,"5,85",BRANCA
2023-05-23,SE,SP,LIMEIRA,GASOLINA,2023-05-23,"4,87",BRANCA
2023-05-23,CO,GO,JATAI,GASOLINA,2023-05-23,"5,29",IPIRANGA
2023-05-23,CO,DF,BRASILIA,GASOLINA,2023-05-23,"5,19",IPIRANGA
2023-05-23,SE,ES,SERRA,GASOLINA,2023-05-23,"5,49",ALESAT
2023-05-23,NE,BA,PORTO SEGURO,GASOLINA,2023-05-23,"6,14",IPIRANGA
2023-05-23,CO,GO,RIO VERDE,GASOLINA,2023-05-23,"4,98",BRANCA
2023-05-23,N,PA,ANANINDEUA,GASOLINA,2023-05-23,"4,94",BRANCA
2023-05-23,SE,MG,ARAXA,GASOLINA,2023-05-23,"5,23",RIO BRANCO
2023-05-23,SE,SP,CACAPAVA,GASOLINA,2023-05-23,"4,99",RAIZEN
2023-05-23,N,RO,PORTO VELHO,GASOLINA,2023-05-23,"5,89",IPIRANGA
2023-05-23,N,TO,PORTO NACIONAL,GASOLINA,2023-05-23,"5,45",BRANCA
2023-05-23,S,RS,ERECHIM,GASOLINA,2023-05-23,"5,19",VIBRA ENERGIA
2023-05-23,SE,MG,SABARA,GASOLINA,2023-05-23,"4,99",VIBRA ENERGIA
2023-05-23,SE,MG,BETIM,GASOLINA,2023-05-23,"4,99",VIBRA ENERGIA
2023-05-23,SE,SP,RIO CLARO,GASOLINA,2023-05-23,"4,79",BRANCA
2023-05-23,SE,MG,CAMPO BELO,GASOLINA,2023-05-23,"5,09",BRANCA
2023-05-23,SE,SP,ARARAS,GASOLINA,2023-05-23,"5,09",RAIZEN
2023-05-23,SE,SP,GUARUJA,GASOLINA,2023-05-23,"5,69",VIBRA ENERGIA
2023-05-23,NE,MA,CODO,GASOLINA,2023-05-23,"5,45",BRANCA
2023-05-23,NE,BA,PORTO SEGURO,GASOLINA,2023-05-23,"6,14",IPIRANGA
2023-05-23,SE,SP,SANTO ANDRE,GASOLINA,2023-05-23,"4,69",BRANCA
2023-05-23,NE,BA,JAGUAQUARA,GASOLINA,2023-05-23,"5,39",ALESAT
2023-05-23,SE,SP,PORTO FERREIRA,GASOLINA,2023-05-23,"4,99",BRANCA
2023-05-23,N,PA,ALTAMIRA,GASOLINA,2023-05-23,"5,73",VIBRA ENERGIA
2023-05-23,SE,MG,ARAXA,GASOLINA,2023-05-23,"5,25",IPIRANGA
2023-05-23,S,SC,JARAGUA DO SUL,GASOLINA,2023-05-23,"4,97",ALESAT
2023-05-23,N,AM,MANAUS,GASOLINA,2023-05-23,"6,29",BRANCA
2023-05-23,SE,SP,RIO CLARO,GASOLINA,2023-05-23,"4,79",BRANCA
2023-05-23,SE,ES,SAO MATEUS,GASOLINA,2023-05-23,"4,89",BRANCA
2023-05-23,SE,MG,GUAXUPE,GASOLINA,2023-05-23,"5,14",IPIRANGA
2023-05-23,NE,AL,DELMIRO GOUVEIA,GASOLINA,2023-05-23,"6,23",BRANCA
2023-05-23,NE,AL,RIO LARGO,GASOLINA,2023-05-23,"5,43",VIBRA ENERGIA
2023-05-23,SE,ES,SERRA,GASOLINA,2023-05-23,"5,07",BRANCA
2023-05-23,SE,SP,PRESIDENTE VENCESLAU,GASOLINA,2023-05-23,"5,29",IPIRANGA
2023-05-23,S,PR,CAMBE,GASOLINA,2023-05-23,"5,29",IPIRANGA
2023-05-23,S,RS,SAPIRANGA,GASOLINA,2023-05-23,"4,69",VIBRA ENERGIA
2023-05-23,SE,SP,JOSE BONIFACIO,GASOLINA,2023-05-23,"5,25",BRANCA
2023-05-23,CO,MT,SINOP,GASOLINA,2023-05-23,"5,19",BRANCA
2023-05-23,S,PR,CURITIBA,GASOLINA,2023-05-23,"5,49",RAIZEN
2023-05-23,SE,SP,COSMOPOLIS,GASOLINA,2023-05-23,"4,89",VIBRA ENERGIA
